imdb_id,tvdb_id,item_type,title,year,genres,runtime,actors,rating,rating_votecount,pg_rating,banner_url,season_count
tt0098911,73983,series,Shortland Street,1992,Drama,30,"Michael Galvin,Michael Galvin,Michael Galvin",4.6,1089,UNAVAILABLE,https://artworks.thetvdb.com/banners/series/73983/backgrounds/5f09336b8f6c9.jpg,33
tt0101054,74197,series,The Brittas Empire,1991,Comedy,30,"Chris Barrie,Chris Barrie,Chris Barrie",7.1,3881,TV-PG,https://artworks.thetvdb.com/banners/v4/series/74197/backgrounds/65dcf3a03d215.jpg,7
tt0101076,75475,series,Darkwing Duck,1991,"Action,Adventure,Animation",30,"Jim Cummings,Jim Cummings,Jim Cummings",7.6,18006,TV-Y7,https://artworks.thetvdb.com/banners/v4/series/75475/backgrounds/61fbdfe989904.jpg,3
tt0101121,78123,series,Homefront,1991,"Drama,History,Romance",60,"Kyle Chandler,Ken Jenkins,Harry O'Reilly",8.9,1452,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/series/78123/backgrounds/61b12702ed785.jpg,2
tt0101177,76863,series,The Red Green Show,1991,Comedy,25,"Steve Smith,Steve Smith,Patrick McKenna",8.1,3045,TV-PG,https://artworks.thetvdb.com/banners/series/76863/backgrounds/5ef6b4077a6b3.jpg,15
tt0101226,74988,series,Tropical Heat,1991,"Action,Comedy,Crime",60,"Rob Stewart,Ian Tracey,Ari Sorko-Ram",7.6,1980,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/series/74988/backgrounds/647a2398903c5.jpg,3
tt0101265,111490,movie,Absolute Strangers,1991,Drama,96,"Henry Winkler,Richard Kiley,Karl Malden",5.9,208,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/111490/backgrounds/66a453c4c2773.jpg,MOVIE
tt0101414,226,movie,Beauty and the Beast,1991,"Animation,Family,Fantasy",84,"Robby Benson,Jesse Corti,Rex Everhart",8.0,485346,G,https://artworks.thetvdb.com/banners/v4/movie/226/backgrounds/64fb1985f29d7.jpg,MOVIE
tt0101854,180091,movie,False Arrest,1991,Drama,192,"Steven Bauer,Lane Smith,James Handy",6.3,356,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/180091/backgrounds/66a47ba5ce8e3.jpg,MOVIE
tt0102034,2537,movie,Highlander II: The Quickening,1991,"Action,Adventure,Fantasy",91,"Christopher Lambert,Sean Connery,Michael Ironside",4.2,48592,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/2537/backgrounds/6440b18fe7fdf.jpg,MOVIE
tt0102484,35488,movie,Murder in New Hampshire: The Pamela Smart Story,1991,"Crime,Drama,Thriller",100,"Chad Allen,Larry Drake,Hank Stratton",5.7,739,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/35488/backgrounds/66a7f81da1ae9.jpg,MOVIE
tt0103359,76168,series,Batman: The Animated Series,1992,"Action,Adventure,Animation",23,"Kevin Conroy,Kevin Conroy,Kevin Conroy",9.0,121043,TV-PG,https://artworks.thetvdb.com/banners/v4/series/76168/panels/60467c9f1df49.jpg,4
tt0103372,76926,series,Bob,1992,Comedy,30,"Bob Newhart,Timothy Fall,Andrew Bilgore",7.2,375,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/series/76926/backgrounds/6507863e1e809.jpg,2
tt0103380,74680,series,California Dreams,1992,"Comedy,Family,Music",30,"Michael Cade,Michael Cade,Michael Cade",7.0,1991,TV-G,https://artworks.thetvdb.com/banners/v4/series/74680/backgrounds/67113729568a3.jpg,5
tt0103428,78250,series,Goof Troop,1992,"Adventure,Animation,Comedy",22,"Rob Paulsen,Rob Paulsen,Rob Paulsen",6.8,9476,TV-Y,https://artworks.thetvdb.com/banners/series/78250/panels/5f7ff0b7896ae.jpg,2
tt0103429,78062,series,Are You Being Served? Again!,1992,Comedy,26,"John Inman,Frank Thornton,Nicholas Smith",7.7,1562,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/series/78062/backgrounds/66042ca346383.jpg,2
tt0103477,77088,series,The Little Mermaid,1992,"Adventure,Animation,Comedy",25,"Samuel E. Wright,Edan Gross,Kenneth Mars",6.7,6301,TV-Y,https://artworks.thetvdb.com/banners/series/77088/backgrounds/600301afa97fb.jpg,3
tt0103484,74340,series,Mad About You,1992,"Comedy,Romance",22,"Paul Reiser,John Pankow,Maui",6.8,25597,TV-14,https://artworks.thetvdb.com/banners/series/74340/panels/62000375.jpg,8
tt0103491,76577,series,Melrose Place,1992,"Drama,Romance",60,"Andrew Shue,Thomas Calabro,Doug Savant",6.0,13544,TV-14,https://artworks.thetvdb.com/banners/v4/series/76577/backgrounds/62f94c1b8cd38.jpg,7
tt0103564,78144,series,Tequila and Bonetti,1992,"Action,Comedy,Crime",60,"Jack Scalia,Charles Rocket,Brad Sanders",6.4,412,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/series/78144/backgrounds/64282f3465777.jpg,1
tt0103584,76115,series,X-Men,1992,"Action,Adventure,Animation",23,"Cedric Smith,Cedric Smith,Cedric Smith",8.4,51126,TV-Y7,https://artworks.thetvdb.com/banners/v4/series/76115/backgrounds/64d8fe443b04d.jpg,5
tt0103586,72452,series,The Young Indiana Jones Chronicles,1992,"Action,Adventure,Family",45,"Sean Patrick Flanery,George Hall,Corey Carrier",7.2,8818,TV-G,https://artworks.thetvdb.com/banners/v4/series/72452/backgrounds/63fa34cc47bf6.jpg,3
tt0103639,285,movie,Aladdin,1992,"Adventure,Animation,Comedy",90,"Scott Weinger,Robin Williams,Robin Williams",8.0,477788,G,https://artworks.thetvdb.com/banners/v4/movie/285/backgrounds/64fb1aa1da17e.jpg,MOVIE
tt0103874,1717,movie,Bram Stoker's Dracula,1992,"Fantasy,Horror,Romance",128,"Gary Oldman,Anthony Hopkins,Keanu Reeves",7.4,245024,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/1717/backgrounds/662793219b98f.jpg,MOVIE
tt0104575,150099,movie,Just Another Girl on the I.R.T.,1992,"Drama,Romance",92,"Kevin Thigpen,Jerard Washington,Tony Wilkes",6.3,1389,R,https://artworks.thetvdb.com/banners/movies/150099/backgrounds//xBFCF9qydlqmF4iBq03Ov2ZvBgp.jpg,MOVIE
tt0104990,10450,movie,Newsies,1992,"Drama,Family,History",121,"Christian Bale,Bill Pullman,Robert Duvall",6.9,22928,PG,https://artworks.thetvdb.com/banners/v4/movie/10450/backgrounds/67077ff03377f.jpg,MOVIE
tt0104994,134730,movie,Nickel & Dime,1992,Comedy,95,"C. Thomas Howell,Wallace Shawn,Roy Brocksmith",5.0,102,PG,https://artworks.thetvdb.com/banners/movies/134730/backgrounds/5e9a6c4a92799.jpg,MOVIE
tt0105017,9918,movie,Noises Off...,1992,Comedy,101,"Michael Caine,Denholm Elliott,Denholm Elliott",7.4,12712,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/9918/backgrounds/65e0035d62699.jpg,MOVIE
tt0105415,2940,movie,Singles,1992,"Comedy,Drama,Music",99,"Campbell Scott,Jim True-Frost,Matt Dillon",6.7,33176,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/2940/backgrounds/651f4622773c7.jpg,MOVIE
tt0105695,1504,movie,Unforgiven,1992,"Drama,Western",130,"Clint Eastwood,Gene Hackman,Morgan Freeman",8.2,442888,UNAVAILABLE,https://artworks.thetvdb.com/banners/movies/1504/backgrounds/5f7965f8641aa.jpg,MOVIE
tt0105729,193154,movie,Venice/Venice,1992,"Drama,Romance",108,"Henry Jaglom,David Duchovny,Vernon Dobtcheff",6.2,280,R,https://artworks.thetvdb.com/banners/movies/193154/backgrounds//3eia8pQDTibNFniB7PSMMycmB37.jpg,MOVIE
tt0105929,73314,series,Absolutely Fabulous,1992,Comedy,45,Christopher Malcolm,8.2,21894,TV-14,https://artworks.thetvdb.com/banners/v4/series/73314/backgrounds/661bc3b271964.jpg,6
tt0105946,70726,series,Babylon 5,1993,"Action,Adventure,Drama",45,"Richard Biggs,Stephen Furst,Andreas Katsulas",8.4,35188,TV-PG,https://artworks.thetvdb.com/banners/v4/series/70726/backgrounds/6160b322b9afe.jpg,5
tt0105958,71889,series,Boy Meets World,1993,"Comedy,Drama,Family",23,"Ben Savage,Ben Savage,Ben Savage",8.1,47194,TV-G,https://artworks.thetvdb.com/banners/v4/series/71889/backgrounds/65120da4a2770.jpg,7
tt0105988,77976,series,Droopy: Master Detective,1993,"Adventure,Animation,Comedy",30,"Charlie Adler,Charlie Adler,Charlie Adler",6.3,1718,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/series/77976/backgrounds/60df74fec9e46.jpg,4
tt0106027,76893,series,Home Free,1993,Comedy,30,"Matthew Perry,Scott McAfee,Dan Schneider",7.6,39,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/series/76893/backgrounds/6588eee830d70.jpg,1
tt0106056,76728,series,Living Single,1993,Comedy,30,"John Henton,Terrence 'T.C.' Carson,Shaun Baker",7.7,6914,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/series/76728/backgrounds/60538a496b289.jpg,5
tt0106057,72468,series,Lois & Clark: The New Adventures of Superman,1993,"Adventure,Comedy,Drama",46,"Dean Cain,Dean Cain,Dean Cain",6.7,27077,TV-PG,https://artworks.thetvdb.com/banners/v4/series/72468/backgrounds/6366fd419bb0b.jpg,4
tt0106076,71279,series,The Irresponsible Captain Tylor,1993,"Adventure,Animation,Comedy",24,"Crispin Freeman,Ted Lewis,Toshihiko Seki",7.7,521,TV-Y,https://artworks.thetvdb.com/banners/series/71279/backgrounds/5f8612cc87338.jpg,1
tt0106079,73132,series,NYPD Blue,1993,"Crime,Drama,Mystery",45,"Dennis Franz,Dennis Franz,Dennis Franz",7.8,16810,TV-MA,https://artworks.thetvdb.com/banners/v4/series/73132/backgrounds/60c7e95f5098f.jpg,12
tt0106080,75675,series,The Nanny,1993,"Comedy,Family,Romance",22,"Charles Shaughnessy,Charles Shaughnessy,Charles Shaughnessy",7.1,50570,TV-PG,https://artworks.thetvdb.com/banners/v4/series/75675/backgrounds/606773d79b516.jpg,6
tt0106145,72073,series,Star Trek: Deep Space Nine,1993,"Action,Adventure,Drama",45,"Avery Brooks,Avery Brooks,Avery Brooks",8.1,72428,TV-PG,https://artworks.thetvdb.com/banners/v4/series/72073/backgrounds/665a3d19c2020.jpg,7
tt0106168,73756,series,"Walker, Texas Ranger",1993,"Action,Adventure,Crime",43,"Chuck Norris,Chuck Norris,Clarence Gilyard Jr.",5.6,19276,TV-PG,https://artworks.thetvdb.com/banners/v4/series/73756/backgrounds/625b0e2a5dd6b.jpg,9
tt0106179,77398,series,The X-Files,1993,"Adventure,Crime,Drama",45,"David Duchovny,Mitch Pileggi,Mitch Pileggi",8.6,255543,TV-14,https://artworks.thetvdb.com/banners/v4/series/77398/backgrounds/64909b9886326.jpg,11
tt0106220,2074,movie,Addams Family Values,1993,"Comedy,Fantasy",94,"Raul Julia,Christopher Lloyd,Jimmy Workman",6.8,112534,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/2074/backgrounds/671e73e19f51a.jpg,MOVIE
tt0106267,26720,movie,The Amy Fisher Story,1993,"Crime,Drama,Romance",96,"Tony Denison,Tom Mason,Ken Pogue",5.3,1611,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/26720/backgrounds/6689e6358776a.jpg,MOVIE
tt0106471,10540,movie,Boxing Helena,1993,"Drama,Mystery,Romance",107,"Julian Sands,Bill Paxton,Kurtwood Smith",4.7,13318,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/10540/backgrounds/65f8303a7bc6c.jpg,MOVIE
tt0106527,40539,movie,Casualties of Love: The Long Island Lolita Story,1993,"Crime,Drama,Romance",95,"Jack Scalia,Leo Rossi,J.E. Freeman",5.0,770,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/40539/backgrounds/66a9b534eb4a8.jpg,MOVIE
tt0106698,95147,movie,The Chill Factor,1993,Horror,86,"Aaron Kjenaas,David Fields,Jim Cagle",4.1,766,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/95147/backgrounds/65d9114fa80ce.jpg,MOVIE
tt0106950,3961,movie,Fortress,1992,"Action,Crime,Sci-Fi",95,"Christopher Lambert,Kurtwood Smith,Clifton Collins Jr.",5.9,30836,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/3961/backgrounds/66234e4690ae5.jpg,MOVIE
tt0107178,45508,movie,Stalking Laura,1993,"Crime,Drama,Horror",92,"Richard Thomas,William Allen Young,Richard Yniguez",6.4,1986,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/45508/backgrounds/66b2975170253.jpg,MOVIE
tt0107274,212433,movie,Johnny One Hundred Pesos,1993,"Crime,Drama,Thriller",90,"Armando Araiza,Willy Semler,Aldo Parodi",6.6,676,PG-13,https://artworks.thetvdb.com/banners/movies/212433/backgrounds//9IjG3ENF8AIpmPtHi0TmG05dM03.jpg,MOVIE
tt0107305,162787,movie,Kanehsatake: 270 Years of Resistance,1993,Documentary,119,"Jack Burning,Herbie Barnes",7.9,497,UNAVAILABLE,https://artworks.thetvdb.com/banners/movies/162787/backgrounds//4mSGbdGYsQbS6xIKYg0nvUgV4YU.jpg,MOVIE
tt0107607,357977,movie,A Mother's Revenge,1993,"Crime,Drama",92,"Bruce Davison,David Byron,Joseph Rassulo",6.0,515,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/357977/backgrounds/66848176e0834.jpg,MOVIE
tt0107620,140426,movie,Murder of Innocence,1993,"Drama,Thriller",90,"Stephen Caffrey,Graham Beckel,Jerry Hardin",6.6,683,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/140426/backgrounds/668cb3e5836bc.jpg,MOVIE
tt0107756,10420,movie,Orlando,1992,"Biography,Drama,Fantasy",94,"Billy Zane,Quentin Crisp,Jimmy Somerville",7.1,19162,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/10420/backgrounds/65f4b80d5b862.jpg,MOVIE
tt0107979,69812,movie,Robot Wars,1993,"Action,Sci-Fi",72,"Don Michael Paul,James Staley,Danny Kamekona",3.9,1670,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/69812/backgrounds/6732547bcb1f2.jpg,MOVIE
tt0108102,287986,movie,Shameful Secrets,1993,"Biography,Drama,Thriller",105,"Tim Matheson,Bruce McGill,Justin Isfeld",5.6,399,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/287986/backgrounds/66a3423e509ee.jpg,MOVIE
tt0108554,78603,movie,When Pigs Fly,1993,Comedy,94,"Alfred Molina,Seymour Cassel,Freddie Brooks",6.0,323,UNAVAILABLE,https://artworks.thetvdb.com/banners/movies/78603/backgrounds/5e7a5649572c9.jpg,MOVIE
tt0108581,75735,movie,Without a Kiss Goodbye,1993,"Crime,Drama",95,"Christopher Meloni,Peter Jurasik,James Staley",6.0,198,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/75735/backgrounds/66824d0d8c18b.jpg,MOVIE
tt0108636,67970,movie,Younger and Younger,1993,"Comedy,Drama,Fantasy",99,"Donald Sutherland,Brendan Fraser,Pit Krüger",4.9,661,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/67970/backgrounds/669637bf9d41f.jpg,MOVIE
tt0108756,75138,series,Due South,1994,"Adventure,Comedy,Crime",46,"Paul Gross,Paul Gross,Beau Starr",8.0,7699,TV-14,https://artworks.thetvdb.com/banners/v4/series/75138/backgrounds/651b31f9a5941.jpg,4
tt0108783,72885,series,Gargoyles,1994,"Action,Adventure,Animation",30,"Keith David,Keith David,Keith David",8.0,18987,TV-PG,https://artworks.thetvdb.com/banners/v4/series/72885/backgrounds/65407663299ba.jpg,3
tt0108972,73221,series,Under Suspicion,1994,"Crime,Drama,Mystery",60,"Philip Casnoff,Philip Casnoff,Philip Casnoff",8.1,106,UNAVAILABLE,https://artworks.thetvdb.com/banners/series/73221/panels/5ff6a8948d732.jpg,1
tt0108992,78733,series,Wycliffe,1993,"Crime,Drama,Mystery",50,"Jack Shepherd,Jimmy Yuill,Jimmy Yuill",7.2,1156,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/series/78733/backgrounds/63e85c6e9d422.jpg,5
tt0109052,112690,movie,Against Their Will,1994,"Action,Crime,Drama",91,"Stacy Keach,Chelcie Ross,Michael Woods",5.6,226,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/112690/backgrounds/66aa6a5d23272.jpg,MOVIE
tt0109191,161775,movie,Babyfever,1994,"Comedy,Drama,Romance",109,"Matt Salinger,Eric Roberts,Zack Norman",5.5,172,R,https://artworks.thetvdb.com/banners/movies/161775/backgrounds//ig9tWZ2GPJkW9FvpdKkctIZRXQC.jpg,MOVIE
tt0109288,11132,movie,Blankman,1994,"Action,Comedy,Crime",92,"Damon Wayans,David Alan Grier,Christopher Lawford",5.1,10738,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/11132/backgrounds/65a53bd5bdbdb.jpg,MOVIE
tt0109304,202064,movie,The Blue Boy,1994,Thriller,52,"Adrian Dunbar,David Horovitch,Barry Molloy",6.0,185,UNAVAILABLE,https://artworks.thetvdb.com/banners/movies/202064/backgrounds//lO8etrqwuDE3oYYdOI5zhCQ9vtJ.jpg,MOVIE
tt0109501,160088,movie,Cries from the Heart,1994,Drama,93,"Bradley Pierce,Markus Flanagan,Roger Aaron Brown",6.5,332,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/160088/backgrounds/669e625d9fd85.jpg,MOVIE
tt0109504,14298,movie,Crooklyn,1994,"Comedy,Drama",115,"Delroy Lindo,David Patrick Kelly,David Patrick Kelly",7.0,11539,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/14298/backgrounds/638f41b513f3d.jpg,MOVIE
tt0109634,179228,movie,The Disappearance of Vonnie,1994,Drama,91,"Joe Penny,Graham Beckel,Robert Wisden",6.1,297,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/179228/backgrounds/66b025a7b1232.jpg,MOVIE
tt0110687,9912,movie,North,1994,"Adventure,Comedy,Drama",87,"Elijah Wood,Bruce Willis,Jason Alexander",4.5,14945,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/9912/backgrounds/64bbd36d59ade.jpg,MOVIE
tt0110812,150266,movie,A Perry Mason Mystery: The Case of the Grimacing Governor,1994,"Crime,Drama,Mystery",96,"Hal Holbrook,William R. Moses,John Spencer",6.8,314,UNAVAILABLE,https://artworks.thetvdb.com/banners/movies/150266/backgrounds//fpTrpZGpVJqyrN3LcOqP4FcsTvp.jpg,MOVIE
tt0111017,234838,movie,Roseanne & Tom: Behind the Scenes,1994,"Biography,Drama",95,"Stephen Lee,Robert Neches,Andrew Hill Newman",6.0,73,UNAVAILABLE,https://artworks.thetvdb.com/banners/movies/234838/backgrounds//jNE4yNvJxUQwrxw51JLG9qxtp4S.jpg,MOVIE
tt0111070,2564,movie,The Santa Clause,1994,"Comedy,Drama,Family",97,"Tim Allen,Judge Reinhold,Eric Lloyd",6.6,134909,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/2564/backgrounds/673d4b17b9362.jpg,MOVIE
tt0111257,1341,movie,Speed,1994,"Action,Adventure,Thriller",116,"Keanu Reeves,Dennis Hopper,Joe Morton",7.3,399372,UNAVAILABLE,https://artworks.thetvdb.com/banners/movies/1341/backgrounds/603aa55d67ac2.jpg,MOVIE
tt0111520,20153,movie,Twilight Zone: Rod Serling's Lost Classics,1994,"Drama,Fantasy,Horror",89,"Gary Cole,Patrick Bergin,Jack Palance",6.2,1324,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/20153/backgrounds/6319b22ba9c53.jpg,MOVIE
tt0111733,80161,movie,Without Consent,1994,Drama,120,"Tom Irwin,Johnny Galecki,Eric Close",6.1,406,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/80161/backgrounds/66a9bc8bbdf81.jpg,MOVIE
tt0111898,78600,series,Bonnie,1995,Comedy,30,"Don Lake,Brian Howe,Mark Derwin",7.5,200,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/series/78600/backgrounds/64d76a051a20b.jpg,1
tt0112004,78006,series,Hollyoaks,1995,"Drama,Romance",30,"Nick Pickard,Ashley Taylor Dawson,Kieron Richardson",4.6,4576,TV-14,https://artworks.thetvdb.com/banners/v4/series/78006/backgrounds/66def43dd0170.jpg,31
tt0112022,73710,series,JAG,1995,"Action,Crime,Drama",60,"David James Elliott,David James Elliott,Patrick Labyorteaux",6.7,20575,TV-PG,https://artworks.thetvdb.com/banners/v4/series/73710/backgrounds/6158b4eae5c18.jpg,11
tt0112102,339022,movie,Nothing Lasts Forever,1995,"Drama,Romance,Thriller",155,"Gregory Harrison,Stephen Caffrey,Chris Noth",6.3,212,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/339022/backgrounds/64255f9b0f5ed.jpg,MOVIE
tt0112111,72224,series,The Outer Limits,1995,"Drama,Fantasy,Horror",44,"Kevin Conway,Kevin Conway,Alex Diakun",7.7,14024,TV-MA,https://artworks.thetvdb.com/banners/v4/series/72224/backgrounds/672f25aacae29.jpg,7
tt0112112,76229,series,Pacific Blue,1996,"Action,Crime,Drama",60,"Jim Davidson,Jim Davidson,Jim Davidson",5.5,3632,TV-PG,https://artworks.thetvdb.com/banners/series/76229/backgrounds/5fb791107c57c.jpg,5
tt0112152,101741,series,The Saturday Night Armistice,1995,Comedy,30,Steve Coogan,7.9,92,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/series/101741/backgrounds/65ba77148d041.jpg,2
tt0112159,70350,series,Neon Genesis Evangelion,1995,"Action,Animation,Drama",24,"Spike Spencer,Tristan MacAvery,Guil Lunde",8.5,90279,TV-MA,https://artworks.thetvdb.com/banners/series/70350/backgrounds/5f4c23dbaeaa8.jpg,3
tt0112178,74550,series,Star Trek: Voyager,1995,"Action,Adventure,Drama",44,"Robert Beltran,Robert Beltran,Robert Duncan McNeill",7.9,78983,TV-PG,https://artworks.thetvdb.com/banners/v4/series/74550/backgrounds/665a3e5e52a29.jpg,7
tt0112194,76753,series,The Thin Blue Line,1995,"Comedy,Crime",30,"Rowan Atkinson,James Dreyfus,David Haig",7.5,8282,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/series/76753/backgrounds/65cb7accc0c39.jpg,2
tt0112470,179457,movie,Beauty's Revenge,1995,"Drama,Thriller",96,"Kyle Secor,Stephen Fanning,Ewan 'Sudsy' Clark",5.8,506,UNAVAILABLE,https://artworks.thetvdb.com/banners/movies/179457/backgrounds//1xSpy4DfVOJxnZE6whyPyinUR1l.jpg,MOVIE
tt0112682,5099,movie,The City of Lost Children,1995,"Adventure,Drama,Fantasy",112,"Ron Perlman,Daniel Emilfork,Dominique Pinon",7.5,72431,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/5099/backgrounds/639911d401ab6.jpg,MOVIE
tt0112870,719,movie,Dilwale Dulhania Le Jayenge,1995,"Drama,Romance",181,"Shah Rukh Khan,Amrish Puri,Anupam Kher",8.0,78472,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/719/backgrounds/63fbcf92b5196.jpg,MOVIE
tt0113021,143519,movie,A Family Divided,1995,Drama,97,"Stephen Collins,Cameron Bancroft,Judson Mills",5.8,287,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/143519/backgrounds/6691f49f90071.jpg,MOVIE
tt0114214,4943,movie,The Quick and the Dead,1995,"Action,Drama,Romance",108,"Gene Hackman,Russell Crowe,Leonardo DiCaprio",6.5,105251,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/4943/backgrounds/63f271596bbf1.jpg,MOVIE
tt0114709,318,movie,Toy Story,1995,"Adventure,Animation,Comedy",81,"Tom Hanks,Tim Allen,Don Rickles",8.3,1090279,G,https://artworks.thetvdb.com/banners/v4/movie/318/backgrounds/648dfa5fea7c9.jpg,MOVIE
tt0114746,706,movie,12 Monkeys,1995,"Mystery,Sci-Fi,Thriller",129,"Bruce Willis,Brad Pitt,Joseph Melito",8.0,654524,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/706/backgrounds/635eb462dccb8.jpg,MOVIE
tt0114924,5697,movie,While You Were Sleeping,1995,"Comedy,Drama,Romance",103,"Bill Pullman,Peter Gallagher,Peter Boyle",6.8,116160,UNAVAILABLE,https://artworks.thetvdb.com/banners/movies/5697/backgrounds/603aab1d4e7e0.jpg,MOVIE
tt0114964,326721,movie,The Wizard of Oz in Concert: Dreams Come True,1995,"Comedy,Documentary,Family",95,"Jackson Browne,Roger Daltrey,Joel Grey",7.4,180,NR,https://artworks.thetvdb.com/banners/movies/326721/backgrounds//7TMr2TysyZH9RdLMC1ujgVMHe9A.jpg,MOVIE
tt0115101,71157,series,Arli$$,1996,"Comedy,Sport",30,"Robert Wuhl,Jim Turner,Michael Boatman",7.1,1665,UNAVAILABLE,https://artworks.thetvdb.com/banners/series/71157/panels/5f745d958afe2.jpg,7
tt0115137,70599,series,Clueless,1996,Comedy,30,"David Lascher,Donald Faison,Sean Holland",5.8,3621,TV-PG,https://artworks.thetvdb.com/banners/v4/series/70599/backgrounds/64370f9c362c1.jpg,3
tt0115227,71221,series,Judge Judy,1996,"Comedy,Crime,Reality-TV",30,"Jerry Bishop,Jerry Bishop",6.0,5740,TV-G,https://artworks.thetvdb.com/banners/series/71221/backgrounds/62012929.jpg,25
tt0115231,74392,series,Kenan & Kel,1996,"Comedy,Family",30,"Kenan Thompson,Kel Mitchell,Ken Foree",7.8,17033,TV-PG,https://artworks.thetvdb.com/banners/v4/series/74392/backgrounds/64d379c8b1228.jpg,5
tt0115269,76059,series,Mighty Ducks: The Animated Series,1996,"Action,Adventure,Animation",30,"Jeff Bennett,Brad Garrett,Steve Mackall",6.4,2241,UNAVAILABLE,https://artworks.thetvdb.com/banners/series/76059/backgrounds/5f530bc3902e4.jpg,1
tt0115275,74578,series,Moesha,1996,"Comedy,Drama,Family",30,"William Allen Young,Marcus T. Paulk,Lamont Bentley",5.9,4233,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/series/74578/backgrounds/60b062879ac99.jpg,6
tt0115323,77154,series,Profit,1996,"Crime,Drama",90,"Adrian Pasdar,Jack Gwaltney,Keith Szarabajka",8.6,2200,TV-MA,https://artworks.thetvdb.com/banners/v4/series/77154/backgrounds/6416254e2885e.jpg,1
tt0115333,76182,series,Remember WENN,1996,"Comedy,Drama",30,"Tom Beckett,George Hall,Christopher Murney",8.6,465,UNAVAILABLE,https://artworks.thetvdb.com/banners/series/76182/backgrounds/5fc3d56752d9c.jpg,4
tt0115355,76355,series,Silent Witness,1996,"Crime,Drama,Mystery",120,"David Caves,William Gaminara,William Gaminara",7.9,13231,TV-14,https://artworks.thetvdb.com/banners/v4/series/76355/backgrounds/659c3e4741065.jpg,28
tt0115372,74112,series,The Steve Harvey Show,1996,Comedy,30,"Steve Harvey,Cedric The Entertainer,Cedric The Entertainer",6.6,3507,TV-PG,https://artworks.thetvdb.com/banners/v4/series/74112/backgrounds/64062a5505efd.jpg,6
tt0115390,76311,series,This Life,1996,Drama,45,"Jack Davenport,Andrew Lincoln,David Mallinson",8.5,2650,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/series/76311/backgrounds/612ac38491a3f.jpg,2
tt0115643,86908,movie,Lying Eyes,1996,"Mystery,Romance,Thriller",83,"Vincent Irizarry,Richard Conti,James Coulter",5.4,960,UNAVAILABLE,https://artworks.thetvdb.com/banners/v4/movie/86908/backgrounds/65f0cf2faa258.jpg,MOVIE
