imdb_id,tvdb_id,item_type,title,year,genres,runtime,actors,rating,rating_votecount,pg_rating,season_count,banner_url,drive_url,file_id
tt0101414,226,movie,Beauty and the Beast,1991,"Animation,Fantasy",84,"Jesse Corti,Robby Benson,Rex Everhart",8.0,485346,AL,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/226/backgrounds/64fb1985f29d7.jpg,https://drive.google.com/file/d/1pDnaMTuSMlcZCG5AGvSiSZWQ2UM0NC7I/view?usp=drive_link,1pDnaMTuSMlcZCG5AGvSiSZWQ2UM0NC7I
tt0102034,2537,movie,Highlander II: The Quickening,1991,"Action,Adventure,Fantasy",91,"Christopher Lambert,Michael Ironside,Sean Connery",4.2,48592,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/2537/backgrounds/6440b18fe7fdf.jpg,https://drive.google.com/file/d/1dSlvKKgb_ELvpLchVJ-leVYqcKWeCa8K/view?usp=drive_link,1dSlvKKgb_ELvpLchVJ-leVYqcKWeCa8K
tt0102926,15030,movie,The Silence of the Lambs,1991,"Crime,Drama,Thriller",118,"Anthony Hopkins,Scott Glenn,Ted Levine",8.6,1583081,16,MOVIE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_C6xNQm9xMqKxYfHvC5TmHNO7a0YQy8H9xw&s,https://drive.google.com/file/d/1sk0bPefceB871w89Jgr8LOX5IlTTEyFJ/view?usp=drive_link,1sk0bPefceB871w89Jgr8LOX5IlTTEyFJ
tt0103359,76168,series,Batman: The Animated Series,1992,"Action,Adventure,Animation",23,Kevin Conroy,9.0,121043,6,4,https://artworks.thetvdb.com/banners/v4/series/76168/panels/60467c9f1df49.jpg,https://drive.google.com/file/d/1oQj8kriugTRNfrlB6pfj5izhMnpmZW83/view?usp=drive_link,1oQj8kriugTRNfrlB6pfj5izhMnpmZW83
tt0103484,74340,series,Mad About You,1992,"Comedy,Romance",22,"Maui,John Pankow,Paul Reiser",6.8,25597,12,8,https://artworks.thetvdb.com/banners/series/74340/panels/62000375.jpg,https://drive.google.com/file/d/1LMLeund97p4UUtgvhYpXMf1a4AjLSG0W/view?usp=drive_link,1LMLeund97p4UUtgvhYpXMf1a4AjLSG0W
tt0103584,76115,series,X-Men,1992,"Action,Adventure,Animation",23,Cedric Smith,8.4,51126,6,5,https://artworks.thetvdb.com/banners/v4/series/76115/backgrounds/64d8fe443b04d.jpg,https://drive.google.com/file/d/1VDmyeZ5upPMfhRg3Ea90sS4nA69wGfsH/view?usp=drive_link,1VDmyeZ5upPMfhRg3Ea90sS4nA69wGfsH
tt0103639,285,movie,Aladdin,1992,"Adventure,Animation,Comedy",90,"Robin Williams,Scott Weinger",8.0,477788,AL,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/285/backgrounds/64fb1aa1da17e.jpg,https://drive.google.com/file/d/1h9etODBmWvrZ3VTKa3zb8YWI5Tv7lHgK/view?usp=drive_link,1h9etODBmWvrZ3VTKa3zb8YWI5Tv7lHgK
tt0103874,1717,movie,Bram Stoker's Dracula,1992,"Fantasy,Horror,Romance",128,"Gary Oldman,Anthony Hopkins,Keanu Reeves",7.4,245024,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/1717/backgrounds/662793219b98f.jpg,https://drive.google.com/file/d/1hTN0ANdX0m71KwHpt3d8IJ6GmTC5rS-M/view?usp=drive_link,1hTN0ANdX0m71KwHpt3d8IJ6GmTC5rS-M
tt0104990,10450,movie,Newsies,1992,Drama,121,"Christian Bale,Robert Duvall,Bill Pullman",6.9,22928,6,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/10450/backgrounds/67077ff03377f.jpg,https://drive.google.com/file/d/1IMMxoS9I--VO-2BRI_WnzBDjd4vBD08S/view?usp=drive_link,1IMMxoS9I--VO-2BRI_WnzBDjd4vBD08S
tt0105236,879,movie,Reservoir Dogs,1992,"Crime,Thriller",99,"Harvey Keitel,Harvey Keitel,Tim Roth",8.3,1107835,16,MOVIE,https://w0.peakpx.com/wallpaper/166/764/HD-wallpaper-movie-reservoir-dogs-thumbnail.jpg,https://drive.google.com/file/d/1qSmVTGrnUN1189sZTGqIbfwN0-v3Ufd2/view?usp=drive_link,1qSmVTGrnUN1189sZTGqIbfwN0-v3Ufd2
tt0105415,2940,movie,Singles,1992,"Comedy,Drama",99,"Campbell Scott,Jim True-Frost,Matt Dillon",6.7,33176,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/2940/backgrounds/651f4622773c7.jpg,https://drive.google.com/file/d/1Yke8EwCBoH6qoMVZ0YfFK9KNrdI-mxKu/view?usp=drive_link,1Yke8EwCBoH6qoMVZ0YfFK9KNrdI-mxKu
tt0105695,1504,movie,Unforgiven,1992,Drama,130,"Clint Eastwood,Gene Hackman,Morgan Freeman",8.2,442888,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/movies/1504/backgrounds/5f7965f8641aa.jpg,https://drive.google.com/file/d/1i3g1md-yreL83d8R9awM--q0aUpirn0n/view?usp=drive_link,1i3g1md-yreL83d8R9awM--q0aUpirn0n
tt0105929,73314,series,Absolutely Fabulous,1992,Comedy,45,Christopher Malcolm,8.2,21894,12,6,https://artworks.thetvdb.com/banners/v4/series/73314/backgrounds/661bc3b271964.jpg,https://drive.google.com/file/d/1WrkOsDau_T7FCOsQFbUPtxm3vl52Rqmw/view?usp=drive_link,1WrkOsDau_T7FCOsQFbUPtxm3vl52Rqmw
tt0105946,70726,series,Babylon 5,1993,"Action,Adventure,Drama",45,"Andreas Katsulas,Richard Biggs,Stephen Furst",8.4,35188,6,5,https://artworks.thetvdb.com/banners/v4/series/70726/backgrounds/6160b322b9afe.jpg,https://drive.google.com/file/d/1krhlSYrz2wTHuuMmEf3tS_iwrQR3nlyt/view?usp=drive_link,1krhlSYrz2wTHuuMmEf3tS_iwrQR3nlyt
tt0105958,71889,series,Boy Meets World,1993,"Comedy,Drama",23,Ben Savage,8.1,47194,AL,7,https://artworks.thetvdb.com/banners/v4/series/71889/backgrounds/65120da4a2770.jpg,https://drive.google.com/file/d/1xKRTxUcaO2UacvSXyOFIh7IOqZ9P6uye/view?usp=drive_link,1xKRTxUcaO2UacvSXyOFIh7IOqZ9P6uye
tt0106004,77811,series,Frasier,1993,Comedy,22,"Kelsey Grammer,David Hyde Pierce,John Mahoney",8.2,97427,6,11,https://dipsicdude.com/wp-content/uploads/2022/10/frasier-title.jpg?w=1200,https://drive.google.com/file/d/11maDP6kRGW36lfQMygEA_f37tEJ9t1IU/view?usp=drive_link,11maDP6kRGW36lfQMygEA_f37tEJ9t1IU
tt0106057,72468,series,Lois & Clark: The New Adventures of Superman,1993,"Adventure,Comedy,Drama",46,Dean Cain,6.7,27077,6,4,https://artworks.thetvdb.com/banners/v4/series/72468/backgrounds/6366fd419bb0b.jpg,https://drive.google.com/file/d/1ikHuQAY7N8azYN_aKjro3rjjZscjAmVV/view?usp=drive_link,1ikHuQAY7N8azYN_aKjro3rjjZscjAmVV
tt0106080,75675,series,The Nanny,1993,"Comedy,Romance",22,Charles Shaughnessy,7.1,50570,6,6,https://artworks.thetvdb.com/banners/v4/series/75675/backgrounds/606773d79b516.jpg,https://drive.google.com/file/d/1N6ZqaOOPfOqmM7ei9Bh8F7TNvQHbsmQh/view?usp=drive_link,1N6ZqaOOPfOqmM7ei9Bh8F7TNvQHbsmQh
tt0106145,72073,series,Star Trek: Deep Space Nine,1993,"Action,Adventure,Drama",45,Avery Brooks,8.1,72428,6,7,https://artworks.thetvdb.com/banners/v4/series/72073/backgrounds/665a3d19c2020.jpg,https://drive.google.com/file/d/1Ezg1ngRFR1BR9FrmLxtzHNZsglwWtbYj/view?usp=drive_link,1Ezg1ngRFR1BR9FrmLxtzHNZsglwWtbYj
tt0106179,77398,series,F,1993,"Adventure,Crime,Drama",45,"David Duchovny,Mitch Pileggi",8.6,255543,12,11,https://artworks.thetvdb.com/banners/v4/series/77398/backgrounds/64909b9886326.jpg,https://drive.google.com/file/d/1r4rLV2Nx_Hn68JODxTRbLjPGDWOL4VDb/view?usp=drive_link,1r4rLV2Nx_Hn68JODxTRbLjPGDWOL4VDb
tt0106220,2074,movie,Addams Family Values,1993,"Comedy,Fantasy",94,"Christopher Lloyd,Raul Julia,Jimmy Workman",6.8,112534,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/2074/backgrounds/671e73e19f51a.jpg,https://drive.google.com/file/d/1rCYvsbCTRJqquQhXbIcPZUTemUcS-8SL/view?usp=drive_link,1rCYvsbCTRJqquQhXbIcPZUTemUcS-8SL
tt0107290,867,movie,Jurassic Park,1993,"Action,Adventure,Sci-Fi",127,"Sam Neill,Jeff Goldblum,Richard Attenborough",8.2,1089362,6,MOVIE,https://w0.peakpx.com/wallpaper/299/1011/HD-wallpaper-jurassic-park-thumbnail.jpg,https://drive.google.com/file/d/1eExuTCbbPyTzo60MQcIBBOuZZCKRLJXg/view?usp=drive_link,1eExuTCbbPyTzo60MQcIBBOuZZCKRLJXg
tt0108052,223,movie,Schindler's List,1993,Drama,195,"Liam Neeson,Ralph Fiennes,Ben Kingsley",9.0,1480607,16,MOVIE,https://www.silverscreen.tours/wp-content/uploads/2021/02/schindlers-list-banner-01.jpg,https://drive.google.com/file/d/1XicybvdjTBNLzICqvSeGMw0Ds9EgPXR1/view?usp=drive_link,1XicybvdjTBNLzICqvSeGMw0Ds9EgPXR1
tt0108778,79168,series,Friends,1994,"Comedy,Romance",22,"Matt LeBlanc,Matthew Perry,David Schwimmer",8.9,1111926,12,10,https://swnews-staging-file-store.s3.eu-west-1.amazonaws.com/8bcb035f-5071-4318-a07a-fe25fca7d934-thumbnail-738b345e-fdef-4f65-8025-c675c8a86acf.jpg,https://drive.google.com/file/d/1CwGdbQIi365dpIwGmPoB3ByVy4H9Cbr1/view?usp=drive_link,1CwGdbQIi365dpIwGmPoB3ByVy4H9Cbr1
tt0109830,294,movie,Forrest Gump,1994,"Drama,Romance",142,"Tom Hanks,Gary Sinise,Michael Conner Humphreys",8.8,2309135,12,MOVIE,https://wallpapersok.com/images/hd/tom-hanks-quality-forrest-gump-poster-3kekahja8v9rsdms.jpg,https://drive.google.com/file/d/1oPJUwClqL6lc-LmeA8DY7U548TO29v7i/view?usp=drive_link,1oPJUwClqL6lc-LmeA8DY7U548TO29v7i
tt0110357,377,movie,The Lion King,1994,"Adventure,Animation,Drama",88,"Matthew Broderick,Jeremy Irons,James Earl Jones",8.5,1166682,AL,MOVIE,https://disney.images.edge.bamgrid.com/ripcut-delivery/v2/variant/disney/5106d101-ef7e-483a-8ef3-4e342dd66fdf/compose?format=webp&label=standard_regular_prompt_178&width=800,https://drive.google.com/file/d/1JjEuJwswK5pLYR9P5IV76ZQzCbOhMOJg/view?usp=drive_link,1JjEuJwswK5pLYR9P5IV76ZQzCbOhMOJg
tt0110912,228,movie,Pulp Fiction,1994,"Crime,Drama",154,"John Travolta,Samuel L. Jackson,Bruce Willis",8.9,2266486,16,MOVIE,https://occ-0-435-768.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABfNLhB5R6EWSDcKOW4Z8EWmCFN8Cgd30pFcUs8DEuklzhAM4Obbv4qJMslWves17Uuah10sIovt71GmPcfTw7c-hJC9NDjbKFp0.webp?r=dd4,https://drive.google.com/file/d/1bsCcw4gh6JfgV482tC2ZUOzI6vFfYzWd/view?usp=drive_link,1bsCcw4gh6JfgV482tC2ZUOzI6vFfYzWd
tt0111070,2564,movie,The Santa Clause,1994,"Comedy,Drama",97,"Eric Lloyd,Tim Allen,Judge Reinhold",6.6,134909,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/2564/backgrounds/673d4b17b9362.jpg,https://drive.google.com/file/d/1dgM7FZucALqWF5V3tlMJUQ_M_7XoCPrG/view?usp=drive_link,1dgM7FZucALqWF5V3tlMJUQ_M_7XoCPrG
tt0111161,190,movie,The Shawshank Redemption,1994,Drama,142,"Tim Robbins,Morgan Freeman,Bob Gunton",9.3,2951537,16,MOVIE,https://occ-0-435-768.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABYTa7hXVK3UcMsx6-hZLnN7oxOAdS4bcj7REY_5iITcE7YlEYXcKQ0AuDXj5TCRmTyxZR1ONi3Sf8ryNKZ7BCmt6KgFFA9LaP_A.webp?r=333,https://drive.google.com/file/d/1NK8JD7eRFQu7J4ZI8AXgzVImw3P4_Gb2/view?usp=drive_link,1NK8JD7eRFQu7J4ZI8AXgzVImw3P4_Gb2
tt0111257,1341,movie,Speed,1994,"Action,Adventure,Thriller",116,"Dennis Hopper,Keanu Reeves,Joe Morton",7.3,399372,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/movies/1341/backgrounds/603aa55d67ac2.jpg,https://drive.google.com/file/d/1FovpkOh2NTvSMEdPdiBzIyhVRVs-HHws/view?usp=drive_link,1FovpkOh2NTvSMEdPdiBzIyhVRVs-HHws
tt0112022,73710,series,JAG,1995,"Action,Crime,Drama",60,"Patrick Labyorteaux,David James Elliott",6.7,20575,6,11,https://artworks.thetvdb.com/banners/v4/series/73710/backgrounds/6158b4eae5c18.jpg,https://drive.google.com/file/d/1yOBpVhrA27m0_R2VY8t1TgCfUYFxVShA/view?usp=drive_link,1yOBpVhrA27m0_R2VY8t1TgCfUYFxVShA
tt0112178,74550,series,Star Trek: Voyager,1995,"Action,Adventure,Drama",44,"Robert Beltran,Robert Duncan McNeill",7.9,78983,6,7,https://artworks.thetvdb.com/banners/v4/series/74550/backgrounds/665a3e5e52a29.jpg,https://drive.google.com/file/d/1xmsF_MX6IfujTsKJxYuKm5ox_HZoZqYj/view?usp=drive_link,1xmsF_MX6IfujTsKJxYuKm5ox_HZoZqYj
tt0112573,703,movie,Braveheart,1995,Drama,178,"Mel Gibson,Patrick McGoohan,Angus Macfadyen",8.3,1106882,16,MOVIE,https://disney.images.edge.bamgrid.com/ripcut-delivery/v2/variant/disney/2ba2c3b2-4c2c-4e27-91d3-5ec5ff24b904/compose?format=webp&label=standard_regular_prompt_178&width=800,https://drive.google.com/file/d/1yuE9xC_jo4OEAGMWJwLNDpDn2GmYDotR/view?usp=drive_link,1yuE9xC_jo4OEAGMWJwLNDpDn2GmYDotR
tt0112682,5099,movie,The City of Lost Children,1995,"Adventure,Drama,Fantasy",112,"Dominique Pinon,Ron Perlman,Daniel Emilfork",7.5,72431,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/5099/backgrounds/639911d401ab6.jpg,https://drive.google.com/file/d/1Z9BZtdBvALDwrZ9876cTtU_LWkgrWok0/view?usp=drive_link,1Z9BZtdBvALDwrZ9876cTtU_LWkgrWok0
tt0112870,719,movie,Dilwale Dulhania Le Jayenge,1995,"Drama,Romance",181,"Amrish Puri,Anupam Kher,Shah Rukh Khan",8.0,78472,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/719/backgrounds/63fbcf92b5196.jpg,https://drive.google.com/file/d/19LORfbe7szSvqlyiuaGT7VShLHv5VIrh/view?usp=drive_link,19LORfbe7szSvqlyiuaGT7VShLHv5VIrh
tt0114214,4943,movie,The Quick and the Dead,1995,"Action,Drama,Romance",108,"Russell Crowe,Gene Hackman,Leonardo DiCaprio",6.5,105251,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/4943/backgrounds/63f271596bbf1.jpg,https://drive.google.com/file/d/1is9603ZCL2yBcraTlez2VCK-5gEN4cEp/view?usp=drive_link,1is9603ZCL2yBcraTlez2VCK-5gEN4cEp
tt0114369,268,movie,Se7en,1995,"Crime,Drama,Mystery",127,"Morgan Freeman,Brad Pitt,Kevin Spacey",8.6,1842802,16,MOVIE,https://w0.peakpx.com/wallpaper/130/134/HD-wallpaper-movie-se7en-thumbnail.jpg,https://drive.google.com/file/d/1kRnwby5qM9esny0bmcMjfxPSw6M5EIie/view?usp=drive_link,1kRnwby5qM9esny0bmcMjfxPSw6M5EIie
tt0114709,318,movie,Toy Story,1995,"Adventure,Animation,Comedy",81,"Don Rickles,Tim Allen,Tom Hanks",8.3,1090279,AL,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/318/backgrounds/648dfa5fea7c9.jpg,https://drive.google.com/file/d/1lYpA84Dcno7NIkdKEkNzKpiEbpTzYR8d/view?usp=drive_link,1lYpA84Dcno7NIkdKEkNzKpiEbpTzYR8d
tt0114746,706,movie,12 Monkeys,1995,"Mystery,Sci-Fi,Thriller",129,"Brad Pitt,Joseph Melito,Bruce Willis",8.0,654524,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/706/backgrounds/635eb462dccb8.jpg,https://drive.google.com/file/d/1jjLCmgY1BXhYmG8N1LA0Av7N8P5t2096/view?usp=drive_link,1jjLCmgY1BXhYmG8N1LA0Av7N8P5t2096
tt0114924,5697,movie,While You Were Sleeping,1995,"Comedy,Drama,Romance",103,"Peter Boyle,Peter Gallagher,Bill Pullman",6.8,116160,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/movies/5697/backgrounds/603aab1d4e7e0.jpg,https://drive.google.com/file/d/11X5uhWM41KRC8hhDW6U1UXjDBhiJSC7E/view?usp=drive_link,11X5uhWM41KRC8hhDW6U1UXjDBhiJSC7E
tt0116583,520,movie,The Hunchback of Notre Dame,1996,"Animation,Drama",91,"Jason Alexander,Corey Burton",7.0,174510,AL,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/520/backgrounds/622d94e4a9755.jpg,https://drive.google.com/file/d/1kUtjDCIE6iokrTQVHpk5eV96Unvy6WXx/view?usp=drive_link,1kUtjDCIE6iokrTQVHpk5eV96Unvy6WXx
tt0117998,1254,movie,Twister,1996,"Action,Adventure,Thriller",113,"Philip Seymour Hoffman,Bill Paxton,Cary Elwes",6.5,237231,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/1254/backgrounds/66a10a48aa897.jpg,https://drive.google.com/file/d/1Nj9P4BitTSBeBtx8mhKfvtQVuO2eKhaM/view?usp=drive_link,1Nj9P4BitTSBeBtx8mhKfvtQVuO2eKhaM
tt0118254,72116,series,Ally McBeal,1997,"Comedy,Drama,Fantasy",45,"Peter MacNicol,Greg Germann,Gil Bellows",6.9,36999,12,5,https://artworks.thetvdb.com/banners/v4/series/72116/backgrounds/64d81feaa7b97.jpg,https://drive.google.com/file/d/1wu894jdVJOk1zek6MmK_3tDM9h3f5sgw/view?usp=drive_link,1wu894jdVJOk1zek6MmK_3tDM9h3f5sgw
tt0118276,70327,series,Buffy the Vampire Slayer,1997,"Action,Adventure,Drama",44,"Nicholas Brendon,Anthony Head,James Marsters",8.3,162794,6,7,https://disney.images.edge.bamgrid.com/ripcut-delivery/v2/variant/disney/d5dbd182-ff8f-4ecc-8da3-fef7ba916ee4/compose?format=webp&label=standard_regular_prompt_178&width=800,https://drive.google.com/file/d/1HN9jkGCIPBdmK6x7lfEkG2IUyBOw9Yj5/view?usp=drive_link,1HN9jkGCIPBdmK6x7lfEkG2IUyBOw9Yj5
tt0118298,77996,series,Daria,1997,"Animation,Comedy,Drama",30,"John Lynn,Julian Rebolledo",8.1,27732,12,5,https://artworks.thetvdb.com/banners/series/77996/backgrounds/5fed8cc3d73f4.jpg,https://drive.google.com/file/d/1HtkMS6gLfnudd3ot1FfG0fvhuJt8thCc/view?usp=drive_link,1HtkMS6gLfnudd3ot1FfG0fvhuJt8thCc
tt0118300,72584,series,Dawson's Creek,1998,"Drama,Romance",60,"Kerr Smith,Joshua Jackson,James Van Der Beek",6.8,45411,12,6,https://artworks.thetvdb.com/banners/v4/series/72584/backgrounds/62f94c69a9547.jpg,https://drive.google.com/file/d/1WLLRDC7i743JF15VIGeS99xfYcOrj7Ts/view?usp=drive_link,1WLLRDC7i743JF15VIGeS99xfYcOrj7Ts
tt0118421,70682,series,Oz,1997,"Crime,Drama,Thriller",60,"Ernie Hudson,J.K. Simmons,Lee Tergesen",8.7,108884,16,6,https://images.cdn.prd.api.discomax.com/2023/05/21/97b314d9-6ce2-312a-9c60-872512dbc6c9.jpeg?f=jpg&q=75&w=1280&w=1200,https://drive.google.com/file/d/1XtcWdMHqAnuBrWqY2gT2hgIe19gKwhcB/view?usp=drive_link,1XtcWdMHqAnuBrWqY2gT2hgIe19gKwhcB
tt0118480,72449,series,Stargate SG-1,1997,"Action,Adventure,Drama",44,Richard Dean Anderson,8.4,103054,6,10,https://artworks.thetvdb.com/banners/v4/series/72449/backgrounds/62db70a349ddd.jpg,https://drive.google.com/file/d/1HTbnmCtZF1lIDwKVHP8Wt12Zpq06cePw/view?usp=drive_link,1HTbnmCtZF1lIDwKVHP8Wt12Zpq06cePw
tt0118715,659,movie,The Big Lebowski,1998,"Comedy,Crime",117,"Jeff Bridges,John Goodman,Steve Buscemi",8.1,873217,16,MOVIE,https://wallpapers.com/images/hd/the-big-lebowski-movie-poster-digital-art-hshqgehyft0ywo7s.jpg,https://drive.google.com/file/d/1MHmbpIbVyIar8-ppEBl1KOEA7imOvT39/view?usp=drive_link,1MHmbpIbVyIar8-ppEBl1KOEA7imOvT39
tt0118956,3678,movie,Deep Rising,1998,"Action,Adventure,Horror",106,"Kevin J. O'Connor,Treat Williams,Anthony Heald",6.1,41827,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/3678/backgrounds/66dc516022fa4.jpg,https://drive.google.com/file/d/1bijs1QLkQDYWxIpgw0WoftdiSVAeJDzB/view?usp=drive_link,1bijs1QLkQDYWxIpgw0WoftdiSVAeJDzB
tt0119217,949,movie,Good Will Hunting,1997,"Drama,Romance",126,"Robin Williams,Matt Damon,Ben Affleck",8.3,1097137,UNAVAILABLE,MOVIE,https://resizing.flixster.com/oh4u6ShrXCLZiniu06j1Kg8X9EA=/fit-in/705x460/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p20224_v_h10_ak.jpg,https://drive.google.com/file/d/16nWwiGBFX-lCE-qT2KmWe5_ZEMWCzU00/view?usp=drive_link,16nWwiGBFX-lCE-qT2KmWe5_ZEMWCzU00
tt0119738,10057,movie,My Best Friend's Wedding,1997,"Comedy,Drama,Romance",105,"Rupert Everett,Philip Bosco,Dermot Mulroney",6.3,158184,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/10057/backgrounds/6233964d7d88a.jpg,https://drive.google.com/file/d/1iHXNGTUJUujK-wr6gfYTd7eYhhc6cS7c/view?usp=drive_link,1iHXNGTUJUujK-wr6gfYTd7eYhhc6cS7c
tt0120082,1492,movie,Scream 2,1997,"Horror,Mystery",120,"Omar Epps,Roger Jackson,David Arquette",6.3,214550,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/1492/backgrounds/652daac02e6e2.jpg,https://drive.google.com/file/d/1Rj74IMMSRu4DbLql1kv-odmMQ_pIeE7c/view?usp=drive_link,1Rj74IMMSRu4DbLql1kv-odmMQ_pIeE7c
tt0120338,231,movie,Titanic,1997,"Drama,Romance",194,"Leonardo DiCaprio,Billy Zane,Bill Paxton",7.9,1308501,12,MOVIE,https://disney.images.edge.bamgrid.com/ripcut-delivery/v2/variant/disney/33cb000d-429b-4bcb-b885-4f3214e5eea4/compose?format=webp&label=standard_regular_prompt_178&width=800,https://drive.google.com/file/d/19UKr_Ca04panjt2eaRnEzI4I3jGHh-Ix/view?usp=drive_link,19UKr_Ca04panjt2eaRnEzI4I3jGHh-Ix
tt0120382,1240,movie,The Truman Show,1998,"Comedy,Drama",103,"Jim Carrey,Ed Harris,Noah Emmerich",8.2,1231119,6,MOVIE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS89EV8V4BoV3Q1bAtje1U7RVY9Sji96YtoXQ&s,https://drive.google.com/file/d/13m8FUzODZ3fYo1qW8PkoGqZTmzNOgmns/view?usp=drive_link,13m8FUzODZ3fYo1qW8PkoGqZTmzNOgmns
tt0120461,4190,movie,Volcano,1997,"Action,Drama,Sci-Fi",104,"Keith David,Don Cheadle,Tommy Lee Jones",5.5,83333,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/4190/backgrounds/66a5a7cd79943.jpg,https://drive.google.com/file/d/1eqqwjh6-cGE1mn3NkXhGY7FPpzo2w_mk/view?usp=drive_link,1eqqwjh6-cGE1mn3NkXhGY7FPpzo2w_mk
tt0120631,5594,movie,Ever After: A Cinderella Story,1998,"Drama,Romance",121,"Dougray Scott,Timothy West,Patrick Godfrey",7.1,82734,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/movies/5594/backgrounds/600378480dd7b.jpg,https://drive.google.com/file/d/1wSU51-e0roA1Fuqz6sGYq7kIGksYiyPB/view?usp=drive_link,1wSU51-e0roA1Fuqz6sGYq7kIGksYiyPB
tt0120654,6035,movie,Dirty Work,1998,Comedy,82,"Norm MacDonald,Jack Warden,Artie Lange",6.4,30737,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/6035/backgrounds/631ab23fd80f4.jpg,https://drive.google.com/file/d/1enZsHd8kpf8YbPgVgx7fmlFmjBfFPR54/view?usp=drive_link,1enZsHd8kpf8YbPgVgx7fmlFmjBfFPR54
tt0120689,308,movie,The Green Mile,1999,"Crime,Drama,Fantasy",189,"Tom Hanks,Michael Clarke Duncan,David Morse",8.6,1438515,16,MOVIE,https://occ-0-435-768.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABbEDrrLfLW3VNceuOc9ak5Z6ZLd6H4Yn030umh6h7zFqbzAP83Bsp-GzwobYv7shU2lIiDUillb6WgbdjLsUqksvULkpVvHoP0HxKWkcATKM-4OGUTw1lPYf_5XXuZvbW1WUHh4WjhXCRABg5LJZDjJv0AScIksi1xlD2qe5jHofi8h6MBoFNLzaUV9QTmeDxU8p3cShQD_BCIzfLnodmyfo4qfWbdFO1IINTKutBLSEyv9Mv7jRUyMAZA5N3ayeCWH5fB4xiXp59MJOVV5612RG4A.webp?r=e1c,https://drive.google.com/file/d/1__3RqEsoRLNVfTI1aJKXwx6XdfxnhMHo/view?usp=drive_link,1__3RqEsoRLNVfTI1aJKXwx6XdfxnhMHo
tt0120737,107,movie,The Lord of the Rings: The Fellowship of the Ring,2001,"Action,Adventure,Drama",178,"Elijah Wood,Ian McKellen,Orlando Bloom",8.9,2050132,12,MOVIE,https://ntvb.tmsimg.com/assets/p28828_v_h8_ac.jpg?w=960&h=540,https://drive.google.com/file/d/1cWreMte1gD2_k0yd3QV6ggrCcccWknD1/view?usp=drive_link,1cWreMte1gD2_k0yd3QV6ggrCcccWknD1
tt0120762,592,movie,Mulan,1998,"Adventure,Animation,Comedy",87,"Miguel Ferrer,Eddie Murphy,BD Wong",7.7,323396,6,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/592/backgrounds/64fb1ae142132.jpg,https://drive.google.com/file/d/1Z3lv5kXGcumWYW12St6AM-BkF0vboDiR/view?usp=drive_link,1Z3lv5kXGcumWYW12St6AM-BkF0vboDiR
tt0120783,931,movie,The Parent Trap,1998,"Adventure,Comedy,Drama",128,"Dennis Quaid,Simon Kunz,Ronnie Stevens",6.7,159057,6,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/931/backgrounds/61c74f4f0c5df.jpg,https://drive.google.com/file/d/1bk1W3R61AV2MwRR3RLlxLLsYvKW0vQCP/view?usp=drive_link,1bk1W3R61AV2MwRR3RLlxLLsYvKW0vQCP
