imdb_id,tvdb_id,item_type,title,year,genres,runtime,actors,rating,rating_votecount,pg_rating,season_count,banner_url
tt0101414,226,movie,Beauty and the Beast,1991,"Animation,Fantasy",84,"Jesse Corti,Robby Benson,Rex Everhart",8.0,485346,AL,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/226/backgrounds/64fb1985f29d7.jpg
tt0102034,2537,movie,Highlander II: The Quickening,1991,"Action,Adventure,Fantasy",91,"Christopher Lambert,Michael Ironside,Sean Connery",4.2,48592,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/2537/backgrounds/6440b18fe7fdf.jpg
tt0103359,76168,series,Batman: The Animated Series,1992,"Action,Adventure,Animation",23,Kevin Conroy,9.0,121043,6,4,https://artworks.thetvdb.com/banners/v4/series/76168/panels/60467c9f1df49.jpg
tt0103484,74340,series,Mad About You,1992,"Comedy,Romance",22,"Maui,John Pankow,Paul Reiser",6.8,25597,12,8,https://artworks.thetvdb.com/banners/series/74340/panels/62000375.jpg
tt0103584,76115,series,X-Men,1992,"Action,Adventure,Animation",23,Cedric Smith,8.4,51126,6,5,https://artworks.thetvdb.com/banners/v4/series/76115/backgrounds/64d8fe443b04d.jpg
tt0103639,285,movie,Aladdin,1992,"Adventure,Animation,Comedy",90,"Robin Williams,Scott Weinger",8.0,477788,AL,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/285/backgrounds/64fb1aa1da17e.jpg
tt0103874,1717,movie,Bram Stoker's Dracula,1992,"Fantasy,Horror,Romance",128,"Gary Oldman,Anthony Hopkins,Keanu Reeves",7.4,245024,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/1717/backgrounds/662793219b98f.jpg
tt0104990,10450,movie,Newsies,1992,Drama,121,"Christian Bale,Robert Duvall,Bill Pullman",6.9,22928,6,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/10450/backgrounds/67077ff03377f.jpg
tt0105415,2940,movie,Singles,1992,"Comedy,Drama",99,"Campbell Scott,Jim True-Frost,Matt Dillon",6.7,33176,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/2940/backgrounds/651f4622773c7.jpg
tt0105695,1504,movie,Unforgiven,1992,Drama,130,"Clint Eastwood,Gene Hackman,Morgan Freeman",8.2,442888,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/movies/1504/backgrounds/5f7965f8641aa.jpg
tt0105929,73314,series,Absolutely Fabulous,1992,Comedy,45,Christopher Malcolm,8.2,21894,12,6,https://artworks.thetvdb.com/banners/v4/series/73314/backgrounds/661bc3b271964.jpg
tt0105946,70726,series,Babylon 5,1993,"Action,Adventure,Drama",45,"Andreas Katsulas,Richard Biggs,Stephen Furst",8.4,35188,6,5,https://artworks.thetvdb.com/banners/v4/series/70726/backgrounds/6160b322b9afe.jpg
tt0105958,71889,series,Boy Meets World,1993,"Comedy,Drama",23,Ben Savage,8.1,47194,AL,7,https://artworks.thetvdb.com/banners/v4/series/71889/backgrounds/65120da4a2770.jpg
tt0106057,72468,series,Lois & Clark: The New Adventures of Superman,1993,"Adventure,Comedy,Drama",46,Dean Cain,6.7,27077,6,4,https://artworks.thetvdb.com/banners/v4/series/72468/backgrounds/6366fd419bb0b.jpg
tt0106080,75675,series,The Nanny,1993,"Comedy,Romance",22,Charles Shaughnessy,7.1,50570,6,6,https://artworks.thetvdb.com/banners/v4/series/75675/backgrounds/606773d79b516.jpg
tt0106145,72073,series,Star Trek: Deep Space Nine,1993,"Action,Adventure,Drama",45,Avery Brooks,8.1,72428,6,7,https://artworks.thetvdb.com/banners/v4/series/72073/backgrounds/665a3d19c2020.jpg
tt0106179,77398,series,The X-Files,1993,"Adventure,Crime,Drama",45,"David Duchovny,Mitch Pileggi",8.6,255543,12,11,https://artworks.thetvdb.com/banners/v4/series/77398/backgrounds/64909b9886326.jpg
tt0106220,2074,movie,Addams Family Values,1993,"Comedy,Fantasy",94,"Christopher Lloyd,Raul Julia,Jimmy Workman",6.8,112534,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/2074/backgrounds/671e73e19f51a.jpg
tt0106950,3961,movie,Fortress,1992,"Action,Crime,Sci-Fi",95,"Clifton Collins Jr.,Christopher Lambert,Kurtwood Smith",5.9,30836,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/3961/backgrounds/66234e4690ae5.jpg
tt0111070,2564,movie,The Santa Clause,1994,"Comedy,Drama",97,"Eric Lloyd,Tim Allen,Judge Reinhold",6.6,134909,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/2564/backgrounds/673d4b17b9362.jpg
tt0111257,1341,movie,Speed,1994,"Action,Adventure,Thriller",116,"Dennis Hopper,Keanu Reeves,Joe Morton",7.3,399372,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/movies/1341/backgrounds/603aa55d67ac2.jpg
tt0112022,73710,series,JAG,1995,"Action,Crime,Drama",60,"Patrick Labyorteaux,David James Elliott",6.7,20575,6,11,https://artworks.thetvdb.com/banners/v4/series/73710/backgrounds/6158b4eae5c18.jpg
tt0112159,70350,series,Neon Genesis Evangelion,1995,"Action,Animation,Drama",24,"Spike Spencer,Tristan MacAvery,Guil Lunde",8.5,90279,16,3,https://artworks.thetvdb.com/banners/series/70350/backgrounds/5f4c23dbaeaa8.jpg
tt0112178,74550,series,Star Trek: Voyager,1995,"Action,Adventure,Drama",44,"Robert Beltran,Robert Duncan McNeill",7.9,78983,6,7,https://artworks.thetvdb.com/banners/v4/series/74550/backgrounds/665a3e5e52a29.jpg
tt0112682,5099,movie,The City of Lost Children,1995,"Adventure,Drama,Fantasy",112,"Dominique Pinon,Ron Perlman,Daniel Emilfork",7.5,72431,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/5099/backgrounds/639911d401ab6.jpg
tt0112870,719,movie,Dilwale Dulhania Le Jayenge,1995,"Drama,Romance",181,"Amrish Puri,Anupam Kher,Shah Rukh Khan",8.0,78472,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/719/backgrounds/63fbcf92b5196.jpg
tt0114214,4943,movie,The Quick and the Dead,1995,"Action,Drama,Romance",108,"Russell Crowe,Gene Hackman,Leonardo DiCaprio",6.5,105251,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/4943/backgrounds/63f271596bbf1.jpg
tt0114709,318,movie,Toy Story,1995,"Adventure,Animation,Comedy",81,"Don Rickles,Tim Allen,Tom Hanks",8.3,1090279,AL,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/318/backgrounds/648dfa5fea7c9.jpg
tt0114746,706,movie,12 Monkeys,1995,"Mystery,Sci-Fi,Thriller",129,"Brad Pitt,Joseph Melito,Bruce Willis",8.0,654524,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/706/backgrounds/635eb462dccb8.jpg
tt0114924,5697,movie,While You Were Sleeping,1995,"Comedy,Drama,Romance",103,"Peter Boyle,Peter Gallagher,Bill Pullman",6.8,116160,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/movies/5697/backgrounds/603aab1d4e7e0.jpg
tt0116583,520,movie,The Hunchback of Notre Dame,1996,"Animation,Drama",91,"Jason Alexander,Corey Burton",7.0,174510,AL,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/520/backgrounds/622d94e4a9755.jpg
tt0117998,1254,movie,Twister,1996,"Action,Adventure,Thriller",113,"Philip Seymour Hoffman,Bill Paxton,Cary Elwes",6.5,237231,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/1254/backgrounds/66a10a48aa897.jpg
tt0118254,72116,series,Ally McBeal,1997,"Comedy,Drama,Fantasy",45,"Peter MacNicol,Greg Germann,Gil Bellows",6.9,36999,12,5,https://artworks.thetvdb.com/banners/v4/series/72116/backgrounds/64d81feaa7b97.jpg
tt0118298,77996,series,Daria,1997,"Animation,Comedy,Drama",30,"John Lynn,Julian Rebolledo",8.1,27732,12,5,https://artworks.thetvdb.com/banners/series/77996/backgrounds/5fed8cc3d73f4.jpg
tt0118300,72584,series,Dawson's Creek,1998,"Drama,Romance",60,"Kerr Smith,Joshua Jackson,James Van Der Beek",6.8,45411,12,6,https://artworks.thetvdb.com/banners/v4/series/72584/backgrounds/62f94c69a9547.jpg
tt0118480,72449,series,Stargate SG-1,1997,"Action,Adventure,Drama",44,Richard Dean Anderson,8.4,103054,6,10,https://artworks.thetvdb.com/banners/v4/series/72449/backgrounds/62db70a349ddd.jpg
tt0118956,3678,movie,Deep Rising,1998,"Action,Adventure,Horror",106,"Kevin J. O'Connor,Treat Williams,Anthony Heald",6.1,41827,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/3678/backgrounds/66dc516022fa4.jpg
tt0119738,10057,movie,My Best Friend's Wedding,1997,"Comedy,Drama,Romance",105,"Rupert Everett,Philip Bosco,Dermot Mulroney",6.3,158184,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/10057/backgrounds/6233964d7d88a.jpg
tt0120082,1492,movie,Scream 2,1997,"Horror,Mystery",120,"Omar Epps,Roger Jackson,David Arquette",6.3,214550,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/1492/backgrounds/652daac02e6e2.jpg
tt0120461,4190,movie,Volcano,1997,"Action,Drama,Sci-Fi",104,"Keith David,Don Cheadle,Tommy Lee Jones",5.5,83333,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/4190/backgrounds/66a5a7cd79943.jpg
tt0120631,5594,movie,Ever After: A Cinderella Story,1998,"Drama,Romance",121,"Dougray Scott,Timothy West,Patrick Godfrey",7.1,82734,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/movies/5594/backgrounds/600378480dd7b.jpg
tt0120654,6035,movie,Dirty Work,1998,Comedy,82,"Norm MacDonald,Jack Warden,Artie Lange",6.4,30737,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/6035/backgrounds/631ab23fd80f4.jpg
tt0120762,592,movie,Mulan,1998,"Adventure,Animation,Comedy",87,"Miguel Ferrer,Eddie Murphy,BD Wong",7.7,323396,6,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/592/backgrounds/64fb1ae142132.jpg
tt0120783,931,movie,The Parent Trap,1998,"Adventure,Comedy,Drama",128,"Dennis Quaid,Simon Kunz,Ronnie Stevens",6.7,159057,6,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/931/backgrounds/61c74f4f0c5df.jpg
tt0120855,978,movie,Tarzan,1999,"Adventure,Animation,Comedy",88,"Nigel Hawthorne,Brian Blessed,Tony Goldwyn",7.3,252496,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/978/backgrounds/64fb1b9434082.jpg
tt0120915,334,movie,Star Wars: Episode I - The Phantom Menace,1999,"Action,Adventure,Fantasy",136,"Jake Lloyd,Ewan McGregor,Liam Neeson",6.5,873549,6,MOVIE,https://artworks.thetvdb.com/banners/movies/334/backgrounds/603aa98482ef6.jpg
tt0121765,500,movie,Star Wars: Episode II - Attack of the Clones,2002,"Action,Adventure,Fantasy",142,"Hayden Christensen,Ewan McGregor,Christopher Lee",6.6,772659,6,MOVIE,https://artworks.thetvdb.com/banners/movies/500/backgrounds/603aa9e6d5103.jpg
tt0121766,875,movie,Star Wars: Episode III - Revenge of the Sith,2005,"Action,Adventure,Fantasy",140,"Hayden Christensen,Samuel L. Jackson,Ewan McGregor",7.6,860850,12,MOVIE,https://artworks.thetvdb.com/banners/movies/875/backgrounds/603aaa010c26d.jpg
tt0121955,75897,series,South Park,1997,"Animation,Comedy",22,Trey Parker,8.7,412896,16,26,https://artworks.thetvdb.com/banners/v4/series/75897/backgrounds/6723dd24abe52.jpg
tt0123948,9398,movie,Cure,1997,"Crime,Horror,Mystery",111,"Masato Hagiwara,Tsuyoshi Ujiki,Kôji Yakusho",7.5,26184,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/9398/backgrounds/65fc50509b2d0.jpg
tt0130018,2678,movie,I Still Know What You Did Last Summer,1998,"Horror,Mystery,Thriller",100,"Freddie Prinze Jr.,Muse Watson,Mekhi Phifer",4.8,80143,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/2678/backgrounds/617ec40ccda46.jpg
tt0131325,3171,movie,Bowfinger,1999,Comedy,97,"Eddie Murphy,Steve Martin",6.5,75061,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/3171/backgrounds/631ab36f45aef.jpg
tt0134084,2187,movie,Scream 3,2000,"Horror,Mystery",116,"Roger Jackson,David Arquette,Liev Schreiber",5.7,167771,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/2187/backgrounds/652da9606ece4.jpg
tt0138704,3399,movie,Pi,1998,"Drama,Horror,Mystery",84,"Ben Shenkman,Mark Margolis,Sean Gullette",7.3,187821,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/3399/backgrounds/65d8a4bd139b7.jpg
tt0138749,1241,movie,The Road to El Dorado,2000,"Adventure,Animation,Comedy",89,"Armand Assante,Kenneth Branagh,Kevin Kline",6.9,110332,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/1241/backgrounds/670d7104a76d8.jpg
tt0141109,3347,movie,Jack Frost,1998,"Comedy,Drama",101,"Mark Addy,Michael Keaton,Joseph Cross",5.4,41385,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/3347/backgrounds/66acfb9c1f575.jpg
tt0141842,75299,series,The Sopranos,1999,"Crime,Drama",60,"James Gandolfini,Michael Imperioli,Steven Van Zandt",9.2,493468,16,6,https://artworks.thetvdb.com/banners/series/75299/backgrounds/5f83009177fdd.jpg
tt0144964,2495,movie,Highlander: Endgame,2000,"Action,Adventure,Fantasy",87,"Christopher Lambert,Bruce Payne,Adrian Paul",4.6,21503,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/2495/backgrounds/6440d80d2801d.jpg
tt0149460,73871,series,Futurama,1999,"Adventure,Animation,Comedy",22,Billy West,8.5,265969,12,12,https://artworks.thetvdb.com/banners/v4/series/73871/backgrounds/66324e588976b.jpg
tt0154061,77995,series,CatDog,1998,"Adventure,Animation,Comedy",23,Jim Cummings,6.5,25544,6,4,https://artworks.thetvdb.com/banners/v4/series/77995/backgrounds/64a37f6d82a69.jpg
tt0157503,8386,movie,Drop Dead Gorgeous,1999,"Comedy,Romance,Thriller",97,Sam McMurray,6.7,41866,12,MOVIE,https://artworks.thetvdb.com/banners/movies/8386/backgrounds/600983f3669a0.jpg
tt0158552,70626,series,Charmed,1998,"Drama,Fantasy,Mystery",42,"Brian Krause,Dorian Gregory",7.2,93774,12,8,https://artworks.thetvdb.com/banners/v4/series/70626/backgrounds/62f9497c237db.jpg
tt0162065,71035,series,Angel,1999,"Action,Adventure,Drama",44,David Boreanaz,7.9,76929,6,5,https://artworks.thetvdb.com/banners/v4/series/71035/backgrounds/60c0d99b4d71f.jpg
tt0163651,352,movie,American Pie,1999,Comedy,95,"Chris Klein,Jason Biggs,Thomas Ian Nicholas",7.0,441641,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/352/backgrounds/6414926760e68.jpg
tt0165581,73641,series,The King of Queens,1998,Comedy,22,"Jerry Stiller,Kevin James",7.4,89867,6,9,https://artworks.thetvdb.com/banners/v4/series/73641/backgrounds/62f948b8c8639.jpg
tt0165598,73787,series,That '70s Show,1998,"Comedy,Drama,Romance",22,"Topher Grace,Danny Masterson,Wilmer Valderrama",8.1,192020,12,8,https://artworks.thetvdb.com/banners/v4/series/73787/backgrounds/63fe823c5f6c1.jpg
tt0165929,3830,movie,Romeo Must Die,2000,"Action,Crime,Thriller",115,"Russell Wong,Isaiah Washington,Jet Li",6.1,74405,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/3830/backgrounds/64dd6a203c855.jpg
tt0165982,1604,movie,Sinbad: Legend of the Seven Seas,2003,"Adventure,Animation,Comedy",86,"Brad Pitt,Dennis Haysbert,Joseph Fiennes",6.7,60564,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/1604/backgrounds/6418d3b8b25d1.jpg
tt0166813,1068,movie,Spirit: Stallion of the Cimarron,2002,"Adventure,Animation,Drama",83,"Matt Damon,Daniel Studi,James Cromwell",7.2,87529,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/1068/backgrounds/6436a40cf278c.jpg
tt0168366,76703,series,Pokémon,1997,"Action,Adventure,Animation",24,Eric Stuart,7.6,49290,6,27,https://artworks.thetvdb.com/banners/v4/series/76703/backgrounds/6692e07b4de60.jpg
tt0175058,76200,series,The Powerpuff Girls,1998,"Action,Adventure,Animation",30,Tom Kenny,7.3,49053,6,6,https://artworks.thetvdb.com/banners/v4/series/76200/backgrounds/63d5e391cda58.jpg
tt0175142,436,movie,Scary Movie,2000,Comedy,88,"Jon Abrahams,Marlon Wayans,Dave Sheridan",6.3,293248,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/436/backgrounds/652d7a96f326a.jpg
tt0179116,5175,movie,But I'm a Cheerleader,1999,"Comedy,Drama,Romance",85,"Brandt Wille,RuPaul,Bud Cort",6.8,43972,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/5175/backgrounds/672f9dbd2e9c7.jpg
tt0182576,75978,series,Family Guy,1999,"Animation,Comedy",22,Seth MacFarlane,8.1,369727,16,23,https://artworks.thetvdb.com/banners/v4/series/75978/backgrounds/617ef10bf3956.jpg
tt0182629,70863,series,Rurouni Kenshin,1996,"Action,Adventure,Animation",24,"Richard Cansino,Fuminori Morisada",8.5,20887,12,3,https://artworks.thetvdb.com/banners/series/70863/backgrounds/5f583092ed415.jpg
tt0187636,70522,series,Farscape,1999,"Action,Adventure,Drama",50,Ben Browder,8.3,40971,12,5,https://artworks.thetvdb.com/banners/series/70522/backgrounds/5ec98f5825ed8.jpg
tt0200276,72521,series,The West Wing,1999,Drama,42,"Martin Sheen,John Spencer,Rob Lowe",8.9,87715,12,7,https://artworks.thetvdb.com/banners/series/72521/backgrounds/5ec2b2d27be3f.jpg
tt0203259,75692,series,Law & Order: Special Victims Unit,1999,"Crime,Drama,Mystery",60,"Christopher Meloni,Ice-T",8.1,130290,12,26,https://artworks.thetvdb.com/banners/series/75692/backgrounds/603b7cf1cb396.jpg
tt0204946,10035,movie,Bring It On,2000,"Comedy,Romance",98,"Nathan West,Jesse Bradford,Huntley Ritter",6.1,108090,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/10035/backgrounds/63af1c1a8d95f.jpg
tt0206512,75886,series,SpongeBob SquarePants,1999,"Animation,Comedy",23,Tom Kenny,8.2,114892,6,15,https://artworks.thetvdb.com/banners/v4/series/75886/backgrounds/6449d732723d6.jpg
tt0211443,3209,movie,Jason X,2001,"Action,Horror,Sci-Fi",92,"Jeff Geddis,Kane Hodder",4.5,62782,16,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/3209/backgrounds/675c14c70f6df.jpg
tt0212671,73838,series,Malcolm in the Middle,2000,Comedy,22,"Frankie Muniz,Bryan Cranston",8.2,145390,6,7,https://artworks.thetvdb.com/banners/v4/series/73838/backgrounds/60b4151fed45a.jpg
tt0213338,76885,series,Cowboy Bebop,1998,"Action,Adventure,Animation",24,"Steve Blum,Kôichi Yamadera,Unshô Ishizuka",8.9,144670,16,1,https://artworks.thetvdb.com/banners/series/76885/backgrounds/5e9075994b6aa.jpg
tt0218839,5886,movie,Best in Show,2000,Comedy,90,"Jay Brazeau,Fred Willard,Eugene Levy",7.5,68008,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/5886/backgrounds/671d61b30c836.jpg
tt0235198,2192,movie,Audition,1999,"Drama,Horror,Mystery",115,"Ryo Ishibashi,Tetsu Sawaki,Jun Kunimura",7.1,91563,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/movies/2192/backgrounds/5e9d4ccc9efb1.jpg
tt0235918,76372,series,The Fairly OddParents,2001,"Adventure,Animation,Comedy",30,Daran Norris,7.2,47861,AL,10,https://artworks.thetvdb.com/banners/v4/series/76372/backgrounds/66cbee8478042.jpg
tt0237123,78131,series,Coupling,2000,"Comedy,Romance",30,"Ben Miles,Jack Davenport,Richard Coyle",8.6,48204,6,4,https://artworks.thetvdb.com/banners/v4/series/78131/backgrounds/62652ca08d647.jpg
tt0238784,76568,series,Gilmore Girls,2000,"Comedy,Drama",44,"Edward Herrmann,Scott Patterson,Yanic Truesdale",8.2,153750,12,7,https://artworks.thetvdb.com/banners/v4/series/76568/backgrounds/6734ab7df37f6.jpg
tt0242998,6694,movie,Valentine,2001,"Horror,Mystery,Thriller",96,"David Boreanaz,Fulvio Cecere,Daniel Cosgrove",4.9,30613,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/6694/backgrounds/651211ff57949.jpg
tt0244365,73893,series,Star Trek: Enterprise,2001,"Action,Adventure,Drama",60,"Scott Bakula,John Billingsley",7.6,60394,6,4,https://artworks.thetvdb.com/banners/v4/series/73893/backgrounds/62f94ec2d8f4d.jpg
tt0245844,2887,movie,The Count of Monte Cristo,2002,"Action,Adventure,Drama",131,"Jim Caviezel,Guy Pearce,Christopher Adamson",7.7,150960,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/2887/backgrounds/671dd7bf05b42.jpg
tt0246578,658,movie,Donnie Darko,2001,"Drama,Mystery,Sci-Fi",113,"Holmes Osborne,James Duval,Jake Gyllenhaal",8.0,864097,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/658/backgrounds/672102a1e4a41.jpg
tt0247082,72546,series,CSI: Crime Scene Investigation,2000,"Crime,Drama,Mystery",60,"William Petersen,Laurence Fishburne",7.7,90446,12,15,https://artworks.thetvdb.com/banners/v4/series/72546/backgrounds/6164139fbfbee.jpg
tt0252076,5646,movie,Maid in Manhattan,2002,"Comedy,Drama,Romance",105,"Stanley Tucci,Ralph Fiennes,Tyler Posey",5.4,97545,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/5646/backgrounds/62ccd258ae3c7.jpg
tt0257106,1276,movie,Scary Movie 2,2001,"Comedy,Horror",83,"Antony Acker,Marlon Wayans,Mark Barrett",5.4,178252,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/1276/backgrounds/672fa02e9163e.jpg
tt0257568,8889,movie,Kangaroo Jack,2003,"Action,Adventure,Comedy",89,"Anthony Anderson,Jerry O'Connell,Christopher Walken",4.5,34228,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/8889/backgrounds/6644243a5fd15.jpg
tt0262150,76924,series,Black Books,2000,Comedy,25,"Paul Beech,Dylan Moran,Bill Bailey",8.4,62536,6,3,https://artworks.thetvdb.com/banners/v4/series/76924/backgrounds/6521f0147d12d.jpg
tt0264235,76203,series,Curb Your Enthusiasm,2000,Comedy,30,"Larry David,Jeff Garlin,J.B. Smoove",8.8,151326,16,12,https://artworks.thetvdb.com/banners/v4/series/76203/backgrounds/61e524bd13526.jpg
tt0265087,3061,movie,Black Knight,2001,"Adventure,Comedy,Fantasy",95,"Martin Lawrence,Vincent Regan,Tom Wilkinson",4.9,43929,12,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/3061/backgrounds/60997cb627392.jpg
tt0265298,5454,movie,Big Fat Liar,2002,"Adventure,Comedy",88,"Frankie Muniz,Paul Giamatti,Donald Faison",5.5,40516,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/5454/backgrounds/641ba5318ef83.jpg
tt0265459,7686,movie,One Hour Photo,2002,"Drama,Thriller",96,"Robin Williams,Dylan Smith,Michael Vartan",6.8,133752,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/7686/backgrounds/65a4ba1fc7f3e.jpg
tt0266425,6276,movie,Conspiracy,2001,Drama,96,"David Glover,Simon Markey,Stanley Tucci",7.6,25840,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/6276/backgrounds/641d20bf90619.jpg
tt0273366,71119,series,Lizzie McGuire,2001,"Comedy,Drama",30,"Robert Carradine,Jake Thomas,Adam Lamberg",6.6,20688,AL,2,https://artworks.thetvdb.com/banners/series/71119/backgrounds/5f8bd02485028.jpg
tt0275847,864,movie,Lilo & Stitch,2002,"Adventure,Animation,Comedy",85,"David Ogden Stiers,Kevin McDonald,Chris Sanders",7.3,217193,6,MOVIE,https://artworks.thetvdb.com/banners/movies/864/backgrounds/603aaafcadcf0.jpg
tt0277941,7276,movie,Ned Kelly,2003,"Action,Adventure",110,"Orlando Bloom,Geoffrey Rush,Heath Ledger",6.4,28370,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/7276/backgrounds/671064e533f90.jpg
tt0285333,75930,series,Alias,2001,"Action,Drama,Mystery",42,"Kevin Weisman,Ron Rifkin,Carl Lumbly",7.6,55507,12,5,https://artworks.thetvdb.com/banners/v4/series/75930/backgrounds/61a362a87ce1e.jpg
tt0285351,75926,series,According to Jim,2001,"Comedy,Romance",30,"Larry Joe Campbell,Jim Belushi,Conner Rayburn",6.5,38615,6,8,https://artworks.thetvdb.com/banners/v4/series/75926/backgrounds/63f2d5c2b0d9c.jpg
tt0285403,76156,series,Scrubs,2001,"Comedy,Drama",22,"Zach Braff,Donald Faison",8.4,273584,6,9,https://artworks.thetvdb.com/banners/v4/series/76156/backgrounds/63141e7e2c315.jpg
tt0292800,78980,series,The Grim Adventures of Billy & Mandy,2003,"Adventure,Animation,Comedy",30,Greg Eagles,7.6,27048,6,7,https://artworks.thetvdb.com/banners/series/78980/panels/5ee1e256a6460.jpg
tt0295700,666,movie,Wrong Turn,2003,"Horror,Thriller",84,"Jeremy Sisto,Desmond Harrington,Kevin Zegers",6.1,135110,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/v4/movie/666/backgrounds/651df0feb2c5c.jpg
tt0301199,11209,movie,Dirty Pretty Things,2002,"Crime,Drama,Thriller",97,"Chiwetel Ejiofor,Israel Oyelumade,Kriss Dosanjh",7.2,44384,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/movies/11209/backgrounds/62113531.jpg
tt0303461,78874,series,Firefly,2002,"Adventure,Drama,Sci-Fi",45,"Alan Tudyk,Nathan Fillion,Adam Baldwin",8.9,285218,12,1,https://artworks.thetvdb.com/banners/v4/series/78874/backgrounds/651c647ae9954.jpg
tt0306414,79126,series,The Wire,2002,"Crime,Drama,Thriller",60,"Dominic West,Lance Reddick",9.3,388296,16,5,https://artworks.thetvdb.com/banners/v4/series/79126/backgrounds/66bd4a5a30816.jpg
tt0307901,1838,movie,25th Hour,2002,Drama,135,"Philip Seymour Hoffman,Edward Norton,Barry Pepper",7.6,186025,UNAVAILABLE,MOVIE,https://artworks.thetvdb.com/banners/movies/1838/backgrounds/5f5b18b2d1cd6.jpg
tt0313043,78310,series,CSI: Miami,2002,"Action,Crime,Drama",43,"David Caruso,Adam Rodriguez",6.5,62000,12,10,https://artworks.thetvdb.com/banners/v4/series/78310/backgrounds/6164140a0d107.jpg
tt0320808,77612,series,"The Adventures of Jimmy Neutron, Boy Genius",2002,"Adventure,Animation,Comedy",24,Rob Paulsen,6.7,25243,AL,3,https://artworks.thetvdb.com/banners/series/77612/panels/5e791ae8ca334.jpg
